"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_01450","2025-01-23","Instagram","Image","Synthetic social media update","#technology #analytics","11674","20185","1075","160","90","10276","37","12","positive","23"
"post_01451","2025-12-12","X/Twitter","Text","Synthetic social media update","#business #technology","13946","25191","629","112","82","14152","22","7","negative","5"
"post_01452","2025-09-22","Instagram","Image","Synthetic social media update","#marketing #analytics","20452","31249","1056","73","115","13180","34","11","positive","8"
"post_01453","2025-06-15","YouTube","Reel","Synthetic social media update","#growth #analytics","2863","3633","287","17","25","11992","9","3","negative","16"
"post_01454","2025-05-18","LinkedIn","Image","Synthetic social media update","#business #learning","13724","16535","1493","282","115","11656","53","18","positive","9"
"post_01455","2025-05-22","YouTube","Video","Synthetic social media update","#growth #analytics","10444","21286","337","15","12","11704","11","4","neutral","2"
"post_01456","2025-09-28","Instagram","Video","Synthetic social media update","#marketing #business","19224","45669","1227","90","169","13252","40","13","positive","13"
"post_01457","2025-02-01","Facebook","Short","Synthetic social media update","#technology #marketing","27525","58518","2436","466","389","10384","87","29","negative","16"
"post_01458","2025-06-04","LinkedIn","Text","Synthetic social media update","#analytics #business","2721","5335","93","5","3","11860","3","1","negative","0"
"post_01459","2026-01-23","Instagram","Short","Synthetic social media update","#news #growth","3422","6234","165","24","6","10276","6","2","negative","0"
"post_01460","2025-12-21","Instagram","Reel","Synthetic social media update","#learning #community","10947","20963","1111","149","104","14260","38","13","neutral","14"
"post_01461","2025-02-07","Instagram","Carousel","Synthetic social media update","#community #technology","22976","58045","2110","244","161","10456","71","24","negative","13"
"post_01462","2025-06-02","Instagram","Video","Synthetic social media update","#learning #news","21771","46592","2371","311","308","11836","80","27","negative","16"
"post_01463","2025-01-27","LinkedIn","Reel","Synthetic social media update","#analytics #news","27319","51127","1335","118","69","10324","44","15","neutral","3"
"post_01464","2025-07-30","Facebook","Reel","Synthetic social media update","#business #analytics","28664","42180","2752","421","417","12532","95","32","negative","7"
"post_01465","2025-12-10","YouTube","Image","Synthetic social media update","#news #technology","20770","45819","1663","285","205","14128","58","19","negative","8"
"post_01466","2025-05-28","LinkedIn","Short","Synthetic social media update","#technology #community","16559","19997","764","88","95","11776","26","9","negative","12"
"post_01467","2025-08-03","YouTube","Live","Synthetic social media update","#news #technology","4205","10050","374","51","28","12580","13","4","negative","21"
"post_01468","2025-05-08","X/Twitter","Text","Synthetic social media update","#analytics #technology","28106","71650","2506","405","298","11536","87","29","neutral","6"
"post_01469","2025-07-09","Facebook","Reel","Synthetic social media update","#growth #analytics","25436","45209","2066","339","256","12280","72","24","positive","18"
"post_01470","2025-06-10","LinkedIn","Live","Synthetic social media update","#marketing #business","25342","57354","1672","185","124","11932","56","19","negative","22"
"post_01471","2025-01-08","Facebook","Live","Synthetic social media update","#analytics #growth","3214","7850","274","22","25","10096","9","3","negative","19"
"post_01472","2025-07-21","X/Twitter","Short","Synthetic social media update","#community #analytics","4070","10232","410","72","52","12424","14","5","negative","11"
"post_01473","2026-03-15","LinkedIn","Live","Synthetic social media update","#marketing #news","16629","32095","905","138","133","10888","31","10","positive","11"
"post_01474","2025-05-15","Facebook","Live","Synthetic social media update","#learning #business","8669","10968","906","141","100","11620","31","10","positive","3"
"post_01475","2025-06-27","YouTube","Short","Synthetic social media update","#learning #technology","9986","19898","750","55","43","12136","24","8","neutral","22"
"post_01476","2025-09-28","X/Twitter","Carousel","Synthetic social media update","#technology #growth","29443","47228","1192","155","155","13252","40","13","positive","18"
"post_01477","2026-03-25","YouTube","Live","Synthetic social media update","#learning #news","15528","28614","491","88","62","11008","17","6","neutral","4"
"post_01478","2025-03-17","YouTube","Text","Synthetic social media update","#community #analytics","3327","7664","272","13","19","10912","9","3","negative","23"
"post_01479","2025-02-14","Facebook","Carousel","Synthetic social media update","#technology #business","26800","33632","2101","91","237","10540","66","22","neutral","3"
"post_01480","2025-06-17","LinkedIn","Carousel","Synthetic social media update","#news #technology","5880","7997","196","20","17","12016","6","2","positive","6"
"post_01481","2025-11-15","Facebook","Short","Synthetic social media update","#growth #analytics","23859","35610","1408","278","155","13828","51","17","neutral","7"
"post_01482","2025-02-06","YouTube","Live","Synthetic social media update","#growth #learning","20561","39435","1419","60","111","10444","44","15","positive","21"
"post_01483","2026-03-31","YouTube","Text","Synthetic social media update","#community #technology","24354","50258","1147","211","99","11080","41","14","positive","0"
"post_01484","2025-05-04","X/Twitter","Video","Synthetic social media update","#learning #marketing","9023","20672","729","117","111","11488","25","8","neutral","12"
"post_01485","2025-10-09","Facebook","Carousel","Synthetic social media update","#learning #community","2563","5231","100","20","3","13384","4","1","negative","16"
"post_01486","2025-01-13","Instagram","Live","Synthetic social media update","#community #analytics","9448","19092","639","103","54","10156","22","7","positive","13"
"post_01487","2025-07-30","Facebook","Live","Synthetic social media update","#news #community","2771","3466","185","9","17","12532","6","2","positive","0"
"post_01488","2025-12-02","Instagram","Text","Synthetic social media update","#growth #analytics","9007","14236","696","117","21","14032","24","8","negative","16"
"post_01489","2025-04-20","LinkedIn","Short","Synthetic social media update","#analytics #marketing","1367","2037","70","11","11","11320","2","1","negative","19"
"post_01490","2026-02-06","YouTube","Carousel","Synthetic social media update","#technology #learning","2848","5991","100","11","6","10444","3","1","positive","14"
"post_01491","2025-01-25","Facebook","Live","Synthetic social media update","#marketing #news","28344","71405","3018","320","457","10300","100","33","neutral","16"
"post_01492","2025-11-01","X/Twitter","Video","Synthetic social media update","#news #marketing","10667","15143","819","128","31","13660","28","9","negative","19"
"post_01493","2025-12-12","Instagram","Video","Synthetic social media update","#growth #analytics","5572","13879","350","54","28","14152","12","4","positive","5"
"post_01494","2025-03-24","Facebook","Carousel","Synthetic social media update","#business #analytics","19504","50529","1755","321","114","10996","62","21","negative","1"
"post_01495","2026-01-24","X/Twitter","Image","Synthetic social media update","#growth #technology","5000","12099","202","14","18","10288","6","2","neutral","11"
"post_01496","2025-06-04","YouTube","Image","Synthetic social media update","#growth #marketing","25198","44482","2703","202","346","11860","87","29","negative","12"
"post_01497","2025-04-21","Instagram","Image","Synthetic social media update","#business #analytics","16066","25067","640","66","58","11332","21","7","negative","14"
"post_01498","2025-11-10","Facebook","Image","Synthetic social media update","#growth #business","28286","37587","3095","151","401","13768","97","32","positive","0"
"post_01499","2025-04-16","YouTube","Reel","Synthetic social media update","#technology #business","26268","62536","2538","282","243","11272","85","28","neutral","16"
"post_01500","2025-08-30","Instagram","Live","Synthetic social media update","#analytics #business","24609","63546","2367","381","164","12904","82","27","neutral","0"
"post_01501","2025-11-30","X/Twitter","Video","Synthetic social media update","#business #technology","23884","59090","2404","204","385","14008","78","26","positive","20"
"post_01502","2026-02-19","Facebook","Text","Synthetic social media update","#technology #growth","9754","23446","1066","130","111","10600","36","12","neutral","16"
"post_01503","2025-11-05","LinkedIn","Text","Synthetic social media update","#learning #marketing","2502","4005","185","25","20","13708","6","2","neutral","2"
"post_01504","2025-04-19","X/Twitter","Short","Synthetic social media update","#marketing #community","9592","20289","691","33","41","11308","22","7","positive","23"
